Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Regulation of FGFR3 Signaling	4/29	1.4941704344302253E-4	0.0011672281908568789	0	0	17.206086956521737	151.56444905023295	FGF1;FGF2;FGF4;MAPK3
Insulin Receptor Signalling Cascade	5/54	1.5148713074057734E-4	0.0011717975113168188	0	0	11.01985056317609	96.91969460382806	PDPK1;FGF1;FGF2;FGF4;MAPK3
FGFR3 Mutant Receptor Activation	3/12	1.6893749571931239E-4	0.0012457166740424063	0	0	35.68108108108108	309.925219421179	FGF1;FGF2;FGF4
Hyaluronan Uptake and Degradation	3/12	1.6893749571931239E-4	0.0012457166740424063	0	0	35.68108108108108	309.925219421179	STAB2;HMMR;CD44
Presynaptic Depolarization and Calcium Channel Opening	3/12	1.6893749571931239E-4	0.0012457166740424063	0	0	35.68108108108108	309.925219421179	CACNB1;CACNA1B;CACNG2
Reversible Hydration of Carbon Dioxide	3/12	1.6893749571931239E-4	0.0012457166740424063	0	0	35.68108108108108	309.925219421179	CA1;CA3;CA2
Signaling by Activated Point Mutants of FGFR3	3/12	1.6893749571931239E-4	0.0012457166740424063	0	0	35.68108108108108	309.925219421179	FGF1;FGF2;FGF4
CLEC7A (Dectin-1) Signaling	6/87	1.7108907306814843E-4	0.0012499007282478622	0	0	8.03052503052503	69.6513634838491	IKBKB;NFKBIA;PDPK1;IL1B;NFKB1;NFKB2
Protein-protein Interactions at Synapses	6/88	1.821905673991051E-4	0.0013187922722742561	0	0	7.932189761458054	68.29978159399788	GRIA1;GRIN2A;GRIN2C;GRIN2B;GRIN1;GRIN2D
Negative Regulation of FGFR4 Signaling	4/31	1.9506268937597457E-4	0.0013935770119690432	0	0	15.929951690821255	136.07666713751848	FGF1;FGF2;FGF4;MAPK3
Neurexins and Neuroligins	5/57	1.96054560619219E-4	0.0013935770119690432	0	0	10.382513661202186	88.63673976630763	GRIN2A;GRIN2C;GRIN2B;GRIN1;GRIN2D
SUMO E3 Ligases SUMOylate Target Proteins	8/170	2.1043904228560748E-4	0.00147078527360436	0	0	5.390946502057613	45.64144871225887	NFKBIA;PGR;PPARG;NR3C1;PPARA;TP53;ESR1;NFKB2
FGFR2c Ligand Binding and Activation	3/13	2.181012382911408E-4	0.00147078527360436	0	0	32.11135135135135	270.7163918981164	FGF1;FGF2;FGF4
FGFR3 Ligand Binding and Activation	3/13	2.181012382911408E-4	0.00147078527360436	0	0	32.11135135135135	270.7163918981164	FGF1;FGF2;FGF4
FGFR3c Ligand Binding and Activation	3/13	2.181012382911408E-4	0.00147078527360436	0	0	32.11135135135135	270.7163918981164	FGF1;FGF2;FGF4
NF-kB Is Activated and Signals Survival	3/13	2.181012382911408E-4	0.00147078527360436	0	0	32.11135135135135	270.7163918981164	IKBKB;NFKBIA;NFKB1
Phospholipase C-mediated Cascade; FGFR3	3/13	2.181012382911408E-4	0.00147078527360436	0	0	32.11135135135135	270.7163918981164	FGF1;FGF2;FGF4
Negative Regulation of FGFR1 Signaling	4/33	2.4998495430503395E-4	0.0016715095673446763	0	0	14.829835082458771	123.00028085599745	FGF1;FGF2;FGF4;MAPK3
SUMOylation	8/176	2.663482342890187E-4	0.001762154447223584	0	0	5.196825396825397	42.773541735090326	NFKBIA;PGR;PPARG;NR3C1;PPARA;TP53;ESR1;NFKB2
Cellular Responses to Stimuli	20/887	2.697630180285297E-4	0.001762154447223584	0	0	2.601334651507662	21.377681529641396	PRKAA2;HSPA5;PDPK1;GSTP1;LY96;NR3C1;MAPK14;ESR1;NFKB1;NFKBIA;IKBKB;RPS6KA3;TUBB1;ALB;BCL2;MT-CO2;PGR;PPARA;TP53;MAPK3
Nucleotide-binding Domain, Leucine Rich Repeat Containing Receptor (NLR) Signaling Pathways	5/61	2.7024168328777397E-4	0.001762154447223584	0	0	9.63895394223263	79.19551435181336	IKBKB;BCL2;MAPK14;NFKB1;NFKB2
FGFR1c Ligand Binding and Activation	3/14	2.7566614068201377E-4	0.0017682974390090152	0	0	29.190663390663392	239.2560199035724	FGF1;FGF2;FGF4
FGFR4 Ligand Binding and Activation	3/14	2.7566614068201377E-4	0.0017682974390090152	0	0	29.190663390663392	239.2560199035724	FGF1;FGF2;FGF4
Negative Regulation of FGFR2 Signaling	4/34	2.8124755599731306E-4	0.001789550981305484	0	0	14.334782608695653	117.20512889222003	FGF1;FGF2;FGF4;MAPK3
Metabolism of Lipids	18/758	2.9845750379282486E-4	0.0018838637639403107	0	0	2.7289030206677265	22.15018654016229	FAAH;PRKAB2;PRKAA2;PLA2G2E;AKR1C1;PLA2G2A;AKR1C3;AKR1B1;PRKAG2;PTGS2;PTGR2;PTGS1;POMC;ALOX5;ALB;PPARG;PPARA;PPARD
MAP Kinase Activation	5/63	3.144872027350045E-4	0.0019537827004560515	0	0	9.305634068211797	75.04591103490282	IKBKB;RPS6KA3;MAPK14;NFKB1;MAPK3
NCAM Signaling for Neurite Out-Growth	5/63	3.144872027350045E-4	0.0019537827004560515	0	0	9.305634068211797	75.04591103490282	CACNB1;NCAN;CACNA1D;CACNA1S;MAPK3
Phospholipase C-mediated Cascade; FGFR4	3/15	3.4220363603582103E-4	0.002109364600252053	0	0	26.756756756756758	213.52171690220925	FGF1;FGF2;FGF4
Interleukin-1 Family Signaling	7/140	3.6387597142197405E-4	0.002225566987999516	0	0	5.722302995056703	45.313186342479646	NFKBIA;IKBKB;IL1B;ALOX5;TP53;NFKB1;NFKB2
Interleukin-1 Signaling	6/102	4.0620239251886657E-4	0.002465336059210659	0	0	6.770604395604396	52.86934107668799	NFKBIA;IKBKB;IL1B;TP53;NFKB1;NFKB2
p75NTR Signals via NF-kB	3/16	4.182670779051345E-4	0.0025000963974784176	0	0	24.697297297297297	192.12991718242694	IKBKB;NFKBIA;NFKB1
Phospholipase C-mediated Cascade FGFR1	3/16	4.182670779051345E-4	0.0025000963974784176	0	0	24.697297297297297	192.12991718242694	FGF1;FGF2;FGF4
Activated Point Mutants of FGFR2	3/17	5.043920864894578E-4	0.002969890718210315	0	0	22.932046332046333	174.1036878963936	FGF1;FGF2;FGF4
Hyaluronan Metabolism	3/17	5.043920864894578E-4	0.002969890718210315	0	0	22.932046332046333	174.1036878963936	STAB2;HMMR;CD44
Signaling by FGFR3	4/40	5.304157410164595E-4	0.0030999853308295295	0	0	11.942028985507246	90.06498463950325	FGF1;FGF2;FGF4;MAPK3
Drug ADME	6/109	5.787041003079901E-4	0.0033165415825819225	0	0	6.3082257548276965	47.02605205637702	GSTP1;AKR1C1;ALB;SLC29A1;CES1;SLC29A2
Signaling by FGFR4	4/41	5.834747833805312E-4	0.0033165415825819225	0	0	11.618683901292597	86.51863799562007	FGF1;FGF2;FGF4;MAPK3
Interleukin-17 Signaling	5/72	5.848075609172472E-4	0.0033165415825819225	0	0	8.051953348014028	59.940574317839065	IKBKB;RPS6KA3;MAPK14;NFKB1;MAPK3
FGFR1 Ligand Binding and Activation	3/18	6.010968901257477E-4	0.0033165415825819225	0	0	21.402162162162163	158.73458084740201	FGF1;FGF2;FGF4
MECP2 Regulates Neuronal Receptors and Channels	3/18	6.010968901257477E-4	0.0033165415825819225	0	0	21.402162162162163	158.73458084740201	GRIN2A;OPRM1;GRIN2B
PI-3K Cascade FGFR3	3/18	6.010968901257477E-4	0.0033165415825819225	0	0	21.402162162162163	158.73458084740201	FGF1;FGF2;FGF4
Phospholipase C-mediated Cascade; FGFR2	3/18	6.010968901257477E-4	0.0033165415825819225	0	0	21.402162162162163	158.73458084740201	FGF1;FGF2;FGF4
SHC-mediated Cascade FGFR3	3/18	6.010968901257477E-4	0.0033165415825819225	0	0	21.402162162162163	158.73458084740201	FGF1;FGF2;FGF4
PI3K AKT Signaling in Cancer	6/110	6.073816497976762E-4	0.0033279452895164344	0	0	6.247252747252747	46.26936048125509	NTRK2;PDPK1;FGF1;FGF2;ESR1;FGF4
PI5P, PP2A and IER3 Regulate PI3K AKT Signaling	6/111	6.371499009660973E-4	0.003459683757821473	0	0	6.187441130298273	45.53032024866506	NTRK2;FGF1;FGF2;ESR1;FGF4;MAPK3
NCAM1 Interactions	4/42	6.401949665930736E-4	0.003459683757821473	0	0	11.312356979405035	83.18810704397336	CACNB1;NCAN;CACNA1D;CACNA1S
Transcriptional Regulation by TP53	11/362	6.549886544149045E-4	0.0035155513492065283	0	0	3.445699937225361	25.260056323178098	PRKAB2;PRKAA1;PRKAA2;PDPK1;PRKAG1;PRKAG2;MT-CO2;MAPK14;PRKAB1;TP53;PRKAG3
PI3K Cascade	4/44	7.651744937953645E-4	0.00407920726759826	0	0	10.745652173913044	77.10442410686157	PDPK1;FGF1;FGF2;FGF4
FGFR2 Ligand Binding and Activation	3/20	8.282338460568783E-4	0.00427108826495998	0	0	18.88235294117647	133.9932365669352	FGF1;FGF2;FGF4
FRS-mediated FGFR3 Signaling	3/20	8.282338460568783E-4	0.00427108826495998	0	0	18.88235294117647	133.9932365669352	FGF1;FGF2;FGF4
PI-3K Cascade FGFR4	3/20	8.282338460568783E-4	0.00427108826495998	0	0	18.88235294117647	133.9932365669352	FGF1;FGF2;FGF4
Ras Activation Upon Ca2+ Influx Through NMDA Receptor	3/20	8.282338460568783E-4	0.00427108826495998	0	0	18.88235294117647	133.9932365669352	GRIN2B;GRIN1;GRIN2D
SHC-mediated Cascade FGFR4	3/20	8.282338460568783E-4	0.00427108826495998	0	0	18.88235294117647	133.9932365669352	FGF1;FGF2;FGF4
NGF-independant TRKA Activation	2/5	8.626862493694165E-4	0.004419866563327725	0	0	71.0	500.9376238661725	NTRK1;NTRK2
Negative Regulation of the PI3K AKT Network	6/118	8.784790177702225E-4	0.004471741580778745	0	0	5.798665620094192	40.807057045262496	NTRK2;FGF1;FGF2;ESR1;FGF4;MAPK3
Interleukin-10 Signaling	4/46	9.064692365533934E-4	0.0045846424848758165	0	0	10.232919254658386	71.69135610776095	IL1B;PTGS2;TNF;ICAM1
PI-3K Cascade FGFR1	3/21	9.596184918716641E-4	0.004792018924599639	0	0	17.832432432432434	123.91712282511412	FGF1;FGF2;FGF4
SHC-mediated Cascade FGFR1	3/21	9.596184918716641E-4	0.004792018924599639	0	0	17.832432432432434	123.91712282511412	FGF1;FGF2;FGF4
Signaling by Insulin Receptor	5/82	0.0010575073918442585	0.005247631019906414	0	0	7.0026967567951175	47.981362347863566	PDPK1;FGF1;FGF2;FGF4;MAPK3
IRS-mediated Signalling	4/48	0.0010651974767198027	0.005252755057074527	0	0	9.766798418972332	66.84978033611127	PDPK1;FGF1;FGF2;FGF4
ERK MAPK Targets	3/22	0.0011034885654210486	0.005341426246117837	0	0	16.89302987197724	115.02934839149952	RPS6KA3;MAPK14;MAPK3
FRS-mediated FGFR4 Signaling	3/22	0.0011034885654210486	0.005341426246117837	0	0	16.89302987197724	115.02934839149952	FGF1;FGF2;FGF4
Signaling by FGFR3 in Disease	3/22	0.0011034885654210486	0.005341426246117837	0	0	16.89302987197724	115.02934839149952	FGF1;FGF2;FGF4
Constitutive Signaling by Aberrant PI3K in Cancer	5/83	0.001116840986173152	0.005373094744454981	0	0	6.912568306010929	46.98646270833117	NTRK2;FGF1;FGF2;ESR1;FGF4
Cellular Responses to Stress	17/787	0.0012538406860712475	0.005899273792527631	0	0	2.458525100630364	16.426743363157907	PRKAA2;HSPA5;GSTP1;LY96;NR3C1;MAPK14;ESR1;NFKB1;RPS6KA3;TUBB1;ALB;BCL2;MT-CO2;PGR;PPARA;TP53;MAPK3
FRS-mediated FGFR1 Signaling	3/23	0.0012602802696559034	0.005899273792527631	0	0	16.04756756756757	107.14031945830344	FGF1;FGF2;FGF4
PI-3K Cascade FGFR2	3/23	0.0012602802696559034	0.005899273792527631	0	0	16.04756756756757	107.14031945830344	FGF1;FGF2;FGF4
SHC-mediated Cascade FGFR2	3/23	0.0012602802696559034	0.005899273792527631	0	0	16.04756756756757	107.14031945830344	FGF1;FGF2;FGF4
Generic Transcription Pathway	23/1230	0.001270834287060715	0.005899273792527631	0	0	2.1486530591750146	14.327394090339713	PRKAB2;PRKAA1;PRKAA2;PDPK1;PRKAG1;PRKAG2;OPRM1;NR3C1;MAPK14;PRKAB1;ESR1;GRIN2B;NFKB1;PRKAG3;POMC;GRIN2A;MT-CO2;PGR;PPARG;PPARA;TP53;PPARD;MAPK3
Activation of TRKA Receptors	2/6	0.001286026732971803	0.005899273792527631	0	0	53.24731182795699	354.42464334302275	NTRK1;NTRK2
Biosynthesis of EPA-derived SPMs	2/6	0.001286026732971803	0.005899273792527631	0	0	53.24731182795699	354.42464334302275	ALOX5;PTGS2
CLEC7A Inflammasome Pathway	2/6	0.001286026732971803	0.005899273792527631	0	0	53.24731182795699	354.42464334302275	IL1B;NFKB1
PIP3 Activates AKT Signaling	9/281	0.0014038644954572756	0.006402595878125957	0	0	3.6119783108774235	23.725375220794533	NTRK2;PDPK1;PPARG;FGF1;FGF2;TP53;ESR1;FGF4;MAPK3
IRS-related Events Triggered by IGF1R	4/52	0.0014394271356200164	0.006489760057166817	0	0	8.951086956521738	58.57152761088496	PDPK1;FGF1;FGF2;FGF4
Signaling by FGFR1	4/52	0.0014394271356200164	0.006489760057166817	0	0	8.951086956521738	58.57152761088496	FGF1;FGF2;FGF4;MAPK3
C-type Lectin Receptors (CLRs)	6/131	0.001507333552088388	0.006757307798850786	0	0	5.192175824175824	33.73571095097483	NFKBIA;IKBKB;PDPK1;IL1B;NFKB1;NFKB2
IGF1R Signaling Cascade	4/53	0.0015456251296505923	0.006889820493188233	0	0	8.767968056787932	56.74915494944085	PDPK1;FGF1;FGF2;FGF4
Downstream Signaling of Activated FGFR3	3/25	0.0016142964171781654	0.007075999295297625	0	0	14.587223587223587	93.77916093571022	FGF1;FGF2;FGF4
FRS-mediated FGFR2 Signaling	3/25	0.0016142964171781654	0.007075999295297625	0	0	14.587223587223587	93.77916093571022	FGF1;FGF2;FGF4
Inflammasomes	3/25	0.0016142964171781654	0.007075999295297625	0	0	14.587223587223587	93.77916093571022	BCL2;NFKB1;NFKB2
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	4/54	0.0016571566484326213	0.007223738097311261	0	0	8.592173913043478	55.012699554251626	PDPK1;FGF1;FGF2;FGF4
Signaling by NTRKs	6/134	0.0016917219082425636	0.007333893327491113	0	0	5.069711538461538	32.35494156389549	NTRK1;RPS6KA3;NTRK2;MAPK14;GRIN2B;MAPK3
Intrinsic Pathway for Apoptosis	4/55	0.0017741594955385204	0.007549550090208748	0	0	8.423273657289002	53.35662464931995	C1QBP;BCL2;TP53;MAPK3
Activated NTRK2 Signals Through FYN	2/7	0.0017893103509113253	0.007549550090208748	0	0	42.59569892473118	269.4571972396255	NTRK2;GRIN2B
DEx H-box Helicases Activate Type I IFN and Inflammatory Cytokines Production	2/7	0.0017893103509113253	0.007549550090208748	0	0	42.59569892473118	269.4571972396255	NFKB1;NFKB2
Highly Sodium Permeable Postsynaptic Acetylcholine Nicotinic Receptors	2/7	0.0017893103509113253	0.007549550090208748	0	0	42.59569892473118	269.4571972396255	CHRNA3;CHRNB4
Phase 1 - Inactivation of Fast Na+ Channels	2/7	0.0017893103509113253	0.007549550090208748	0	0	42.59569892473118	269.4571972396255	KCND2;KCND3
Cell Recruitment (Pro-Inflammatory Response)	3/27	0.0020248529427620335	0.00840846827283813	0	0	13.37027027027027	82.92586844565636	IL1B;NFKB1;NFKB2
Downstream Signaling of Activated FGFR4	3/27	0.0020248529427620335	0.00840846827283813	0	0	13.37027027027027	82.92586844565636	FGF1;FGF2;FGF4
Purinergic Signaling in Leishmaniasis Infection	3/27	0.0020248529427620335	0.00840846827283813	0	0	13.37027027027027	82.92586844565636	IL1B;NFKB1;NFKB2
Organelle Biogenesis and Maintenance	9/297	0.002048728008735026	0.008463070151266678	0	0	3.4085195530726256	21.100563552027772	PRKAB2;PRKAA2;TUBB1;PRKAG1;PRKAG2;PPARA;MAPK14;PRKAB1;PRKAG3
Defective CHST14 Causes EDS, Musculocontractural Type	2/8	0.002371012885390744	0.009544536564149475	0	0	35.494623655913976	214.5450533466253	VCAN;NCAN
Defective CHST3 Causes SEDCJD	2/8	0.002371012885390744	0.009544536564149475	0	0	35.494623655913976	214.5450533466253	VCAN;NCAN
Defective CHSY1 Causes TPBS	2/8	0.002371012885390744	0.009544536564149475	0	0	35.494623655913976	214.5450533466253	VCAN;NCAN
Erythrocytes Take up Oxygen and Release Carbon Dioxide	2/8	0.002371012885390744	0.009544536564149475	0	0	35.494623655913976	214.5450533466253	CA1;CA2
FGFR1b Ligand Binding and Activation	2/8	0.002371012885390744	0.009544536564149475	0	0	35.494623655913976	214.5450533466253	FGF1;FGF2
Innate Immune System	21/1149	0.002724081598347157	0.010905698972916924	0	0	2.0828767995923045	12.300687083001389	CHRNB4;TNFAIP6;PDPK1;GSTP1;PLA2G2A;LY96;MAPK14;ORM2;NFKB1;NFKB2;NFKBIA;IKBKB;RPS6KA3;PGRMC1;IL1B;ALOX5;BCL2;TP53;CD44;LTF;MAPK3
Peptide Ligand-Binding Receptors	7/198	0.002736791377233905	0.010905698972916924	0	0	3.972896358219317	23.443938547954396	OPRD1;POMC;EDNRA;PNOC;TACR3;CXCR4;OPRM1
Downstream Signaling of Activated FGFR2	3/30	0.0027530995421551083	0.010915555471157691	0	0	11.882882882882884	70.04992607679566	FGF1;FGF2;FGF4
Hemostasis	15/707	0.0028601526485431492	0.011283302198502723	0	0	2.3956697517457983	14.031150931083689	HSPA5;PDPK1;PLAT;L1CAM;MAPK14;ORM2;THBD;C1QBP;TUBB1;ALB;KCNMA1;HABP4;TP53;CD44;MAPK3
Transcriptional Regulation by MECP2	4/63	0.0029234607295344417	0.01147567420697848	0	0	7.278187177597641	42.468128897685276	GRIN2A;PPARG;OPRM1;GRIN2B
Downstream Signaling of Activated FGFR1	3/31	0.0030271760701243455	0.011650936191844432	0	0	11.457915057915057	66.45734053880396	FGF1;FGF2;FGF4
FGFR1 Mutant Receptor Activation	3/31	0.0030271760701243455	0.011650936191844432	0	0	11.457915057915057	66.45734053880396	FGF1;FGF2;FGF4
MAPK Targets Nuclear Events Mediated by MAP Kinases	3/31	0.0030271760701243455	0.011650936191844432	0	0	11.457915057915057	66.45734053880396	RPS6KA3;MAPK14;MAPK3
Turbulent Flow Shear Stress Activates Signaling by PIEZO1 and Integrins in Endothelial Cells	3/31	0.0030271760701243455	0.011650936191844432	0	0	11.457915057915057	66.45734053880396	IKBKB;NFKBIA;NFKB1
Cellular Response to Chemical Stress	7/202	0.003058005767674625	0.011712458983957666	0	0	3.89060773480663	22.526588769983046	PRKAA2;GSTP1;ALB;BCL2;MT-CO2;PPARA;NFKB1
Cytosolic Sensors of Pathogen-Associated DNA	4/64	0.003095787710304391	0.011799886490000794	0	0	7.156521739130435	41.348327932864876	IKBKB;NFKBIA;NFKB1;NFKB2
Stimuli-sensing Channels	5/107	0.0034138474332184	0.012949642426967873	0	0	5.279652844744455	29.987981204805045	TRPA1;TRPV3;TRPM8;TRPV1;ASIC3
Intracellular Signaling by Second Messengers	9/321	0.003438273515452789	0.012979893797570575	0	0	3.142458100558659	17.826491748475803	NTRK2;PDPK1;PPARG;FGF1;FGF2;TP53;ESR1;FGF4;MAPK3
Metabolism of Steroids	6/155	0.0035026915635454083	0.013160112588749176	0	0	4.35054207537429	24.59893762261914	POMC;AKR1C1;ALB;AKR1C3;AKR1B1;PPARA
Integration of Energy Metabolism	5/108	0.0035528167063279795	0.013285177162525004	0	0	5.228128813199639	29.486722584599708	CHRM3;PRKAB2;PRKAA2;PRKAG2;CACNA1D
FGFR2 Mutant Receptor Activation	3/33	0.003624187043741101	0.013488130082602495	0	0	10.692972972972973	60.0958477197196	FGF1;FGF2;FGF4
Activation of the AP-1 Family of Transcription Factors	2/10	0.0037636841126858765	0.013747901689394243	0	0	26.618279569892472	148.59273886129486	MAPK14;MAPK3
FGFR2b Ligand Binding and Activation	2/10	0.0037636841126858765	0.013747901689394243	0	0	26.618279569892472	148.59273886129486	FGF1;FGF2
Neurotransmitter Clearance	2/10	0.0037636841126858765	0.013747901689394243	0	0	26.618279569892472	148.59273886129486	SLC6A3;SLC6A4
Prednisone ADME	2/10	0.0037636841126858765	0.013747901689394243	0	0	26.618279569892472	148.59273886129486	AKR1C1;ALB
Signalling to ERKs	3/34	0.003947698572665306	0.014345614452958776	0	0	10.347515257192677	57.2695908619354	NTRK1;MAPK14;MAPK3
Metabolism	33/2181	0.003963680545937913	0.014345614452958776	0	0	1.75080194629663	9.682954175466497	CHRM3;FAAH;PRKAA2;GLO1;NCAN;GSTP1;STAB2;AKR1B1;PRKAG2;CACNA1D;HMMR;PTGS2;PTGS1;CA1;CA3;CA2;ALOX5;PRKAB2;PLA2G2E;AKR1C1;PLA2G2A;AKR1C3;PTGR2;POMC;VCAN;AKR1B10;ALB;MT-CO2;PPARG;PPARA;CD44;CES1;PPARD
RNA Polymerase II Transcription	23/1360	0.004503394125658777	0.01622455691846929	0	0	1.9261802769656173	10.407005485644552	PRKAB2;PRKAA1;PRKAA2;PDPK1;PRKAG1;PRKAG2;OPRM1;NR3C1;MAPK14;PRKAB1;ESR1;GRIN2B;NFKB1;PRKAG3;POMC;GRIN2A;MT-CO2;PGR;PPARG;PPARA;TP53;PPARD;MAPK3
Dermatan Sulfate Biosynthesis	2/11	0.004571709884427514	0.016395814085515038	0	0	23.659498207885303	127.47425305165838	VCAN;NCAN
Signaling by NTRK1 (TRKA)	5/115	0.004641672829785881	0.016571402093669956	0	0	4.893691008445106	26.2922380292639	NTRK1;RPS6KA3;NTRK2;MAPK14;MAPK3
Signaling by FGFR1 in Disease	3/38	0.005414610331102713	0.018839969947749193	0	0	9.163088803088803	47.81899335285782	FGF1;FGF2;FGF4
Erythrocytes Take up Carbon Dioxide and Release Oxygen	2/12	0.005452268217812193	0.018839969947749193	0	0	21.29247311827957	110.97048401698518	CA1;CA2
Frs2-mediated Activation	2/12	0.005452268217812193	0.018839969947749193	0	0	21.29247311827957	110.97048401698518	NTRK1;MAPK3
O2 CO2 Exchange in Erythrocytes	2/12	0.005452268217812193	0.018839969947749193	0	0	21.29247311827957	110.97048401698518	CA1;CA2
SUMOylation of Immune Response Proteins	2/12	0.005452268217812193	0.018839969947749193	0	0	21.29247311827957	110.97048401698518	NFKBIA;NFKB2
Transport of Nucleosides and Free Purine and Pyrimidine Bases Across the Plasma Membrane	2/12	0.005452268217812193	0.018839969947749193	0	0	21.29247311827957	110.97048401698518	SLC29A1;SLC29A2
Extra-nuclear Estrogen Signaling	4/75	0.005468128159739626	0.018839969947749193	0	0	6.044396815676668	31.484168507126057	PDPK1;BCL2;ESR1;MAPK3
Signaling by FGFR2	4/75	0.005468128159739626	0.018839969947749193	0	0	6.044396815676668	31.484168507126057	FGF1;FGF2;FGF4;MAPK3
Immune System	32/2150	0.005829034006549672	0.019996121005076917	0	0	1.7136631074308128	8.8166321519237	OPRD1;TNFAIP6;GSTP1;LY96;PTGS2;FGF2;TNF;ORM2;ICAM1;IKBKB;RPS6KA3;CA1;PGRMC1;ALOX5;TUBB1;MAPK3;CHRNB4;VCAM1;HSPA5;PDPK1;PLA2G2A;OPRM1;MAPK14;NFKB1;NFKB2;NFKBIA;POMC;IL1B;BCL2;TP53;CD44;LTF
Sensory Processing of Sound	4/77	0.006000707437655362	0.020495922806537146	0	0	5.878201310303752	30.07216023643534	KCNMA1;CHRNA9;CHRNA10;CACNA1D
FGFRL1 Modulation of FGFR1 Signaling	2/13	0.006403938881279388	0.021685441104418182	0	0	19.35581622678397	97.763170079228	FGF2;FGF4
Synthesis of Bile Acids and Bile Salts via 24-Hydroxycholesterol	2/13	0.006403938881279388	0.021685441104418182	0	0	19.35581622678397	97.763170079228	AKR1C1;AKR1C3
Glycosaminoglycan Metabolism	5/127	0.007028927601856791	0.023700102042158153	0	0	4.409656902266416	21.861849203777595	VCAN;NCAN;STAB2;HMMR;CD44
CS DS Degradation	2/14	0.007425321680758053	0.024719741797966682	0	0	17.741935483870968	86.98621287655507	VCAN;NCAN
Prolonged ERK Activation Events	2/14	0.007425321680758053	0.024719741797966682	0	0	17.741935483870968	86.98621287655507	NTRK1;MAPK3
Synthesis of Bile Acids and Bile Salts via 27-Hydroxycholesterol	2/14	0.007425321680758053	0.024719741797966682	0	0	17.741935483870968	86.98621287655507	AKR1C1;AKR1C3
Signaling by FGFR2 in Disease	3/43	0.007654372956756307	0.025375211188574484	0	0	8.015675675675675	39.05620471648322	FGF1;FGF2;FGF4
Transcriptional Regulation of White Adipocyte Differentiation	4/84	0.00813382052089498	0.02670965421849171	0	0	5.36195652173913	25.800257762166975	PPARG;PPARA;TNF;NFKB1
Bile Acid and Bile Salt Metabolism	3/44	0.008158462188411283	0.02670965421849171	0	0	7.81977587343441	37.60295299791638	AKR1C1;ALB;AKR1C3
Retinoid Metabolism and Transport	3/44	0.008158462188411283	0.02670965421849171	0	0	7.81977587343441	37.60295299791638	AKR1B10;AKR1C1;AKR1C3
Transport of Small Molecules	14/724	0.008649151385650375	0.028199092740818787	0	0	2.1647077869515945	10.282998560513551	SLC15A1;TRPA1;TRPV3;TRPV1;SLC6A2;SLC6A3;CA1;CA2;ALB;TRPM8;SLC29A1;ASIC3;CFTR;SLC29A2
DDX58 IFIH1-mediated Induction of Interferon-Alpha Beta	4/86	0.008823601415696882	0.0286494712633121	0	0	5.230646871686108	24.742660544828183	IKBKB;NFKBIA;NFKB1;NFKB2
MAP3K8 (TPL2)-dependent MAPK1 3 Activation	2/16	0.009671721638467879	0.03127454251127523	0	0	15.20583717357911	70.53301999798445	IKBKB;NFKB1
Metabolism of Fat-Soluble Vitamins	3/48	0.010367359678155212	0.033251409699449036	0	0	7.123243243243243	32.5467601327802	AKR1B10;AKR1C1;AKR1C3
Recycling Pathway of L1	3/48	0.010367359678155212	0.033251409699449036	0	0	7.123243243243243	32.5467601327802	RPS6KA3;TUBB1;L1CAM
Downstream TCR Signaling	4/91	0.010712168445254883	0.03408024557784719	0	0	4.928785607196402	22.358819541730686	IKBKB;NFKBIA;PDPK1;NFKB1
Signaling by FGFR	4/91	0.010712168445254883	0.03408024557784719	0	0	4.928785607196402	22.358819541730686	FGF1;FGF2;FGF4;MAPK3
Acyl Chain Remodelling of PI	2/17	0.010894036396237058	0.034244600464665494	0	0	14.191397849462366	64.13858681760826	PLA2G2E;PLA2G2A
Biosynthesis of DHA-derived SPMs	2/17	0.010894036396237058	0.034244600464665494	0	0	14.191397849462366	64.13858681760826	ALOX5;PTGS2
The NLRP3 Inflammasome	2/17	0.010894036396237058	0.034244600464665494	0	0	14.191397849462366	64.13858681760826	NFKB1;NFKB2
Cellular Responses to Mechanical Stimuli	4/93	0.011535129913119063	0.03597319170533969	0	0	4.817537860283341	21.497579212868487	IKBKB;NFKBIA;PDPK1;NFKB1
Response of Endothelial Cells to Shear Stress	4/93	0.011535129913119063	0.03597319170533969	0	0	4.817537860283341	21.497579212868487	IKBKB;NFKBIA;PDPK1;NFKB1
Platelet Activation, Signaling and Aggregation	7/262	0.012145813985498681	0.037395094057036705	0	0	2.966070848228794	13.0826583811148	HSPA5;PDPK1;ALB;HABP4;MAPK14;ORM2;MAPK3
Acyl Chain Remodelling of PG	2/18	0.012180658013508787	0.037395094057036705	0	0	13.303763440860216	58.641738614551095	PLA2G2E;PLA2G2A
Gastrin-CREB Signalling Pathway via PKC and MAPK	2/18	0.012180658013508787	0.037395094057036705	0	0	13.303763440860216	58.641738614551095	RPS6KA3;MAPK3
Regulation of NF-kappa B Signaling	2/18	0.012180658013508787	0.037395094057036705	0	0	13.303763440860216	58.641738614551095	IKBKB;TP53
